graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
fbA kMM random 8 1 2 357059 43057511 0 12.294234 15.051820 46 32346 29103283227.00
fbA kMM random 8 16 0 357059 2693549 40363962 2.624521 1.245306 48 32345 29104117491.00
fbA kMM random 8 16 1 357059 2693409 40364102 2.624049 1.273532 48 32348 29098232164.00
fbA kMM random 8 16 2 357059 2693762 40363749 2.568724 1.240997 48 32342 29108897395.00
fbA kMM random 8 32 0 357059 1347533 41709978 4.416421 1.207844 49 32352 29099939568.00
fbA kMM random 8 32 1 357059 1346507 41711004 5.040478 1.279836 49 32363 29095970325.00
fbA kMM random 8 32 2 357059 1346563 41710948 4.543186 1.181542 47 32358 29110320648.00
fbA kMM random 8 4 0 357059 10763443 32294068 5.013125 2.331192 48 32348 29095638524.00
fbA kMM random 8 4 1 357059 10771595 32285916 4.093935 2.383452 47 32354 29097224670.00
fbA kMM random 8 4 2 357059 10764721 32292790 3.939789 2.461244 47 32348 29088268374.00
fbA kMM random 8 8 0 357059 5384110 37673401 2.998885 1.503622 47 32327 29104618150.00
fbA kMM random 8 8 1 357059 5383848 37673663 3.083417 1.485913 48 32344 29110573962.00
fbA kMM random 8 8 2 357059 5383808 37673703 3.088144 1.556288 48 32334 29116081529.00
fbA MRepLM diststream 16 16 0 357059 2309760 40747751 24.271042 17.335817 532 62624 47847429866.00
fbA MRepLM diststream 16 16 1 357059 2371189 40686322 24.115427 15.787539 535 62600 47847433393.00
fbA MRepLM diststream 16 16 2 357059 2375942 40681569 23.902121 15.927661 528 62620 47847424012.00
fbA MRepLM diststream 16 32 0 357059 1372559 41684952 23.325484 16.841734 537 62622 47847435834.00
fbA MRepLM diststream 16 32 1 357059 1384089 41673422 24.401326 11.804266 523 62605 47847437193.00
fbA MRepLM diststream 16 32 2 357059 1385798 41671713 22.076838 10.565108 522 62611 47847416966.00
fbA MRepLM diststream 16 4 0 357059 5087435 37970076 37.108695 50.045224 532 62607 47847428798.00
fbA MRepLM diststream 16 4 1 357059 4149347 38908164 36.946456 50.285876 541 62598 47847443074.00
fbA MRepLM diststream 16 4 2 357059 6373282 36684229 36.655400 49.958535 539 62609 47847416637.00
fbA MRepLM diststream 16 8 0 357059 3198771 39858740 30.188149 31.441282 536 62610 47847422199.00
fbA MRepLM diststream 16 8 1 357059 2985131 40072380 31.278041 37.265226 528 62618 47847420759.00
fbA MRepLM diststream 16 8 2 357059 3286563 39770948 30.259013 37.649312 528 62628 47847429134.00
fbA MRepLM diststream 32 16 0 357059 2309760 40747751 23.891275 36.963444 1152 120261 79337814301.00
