graph algo p k cores seed v local_e cross_e read_time running_time rounds matching_size matching_weight
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 16 1 1048576 5705944 44623412 43.055475 0.644527 66 2074899 254876328740.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 16 2 1048576 5702817 44626539 43.311635 0.644216 66 2074901 254876710388.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 32 0 1048576 3731193 46598163 35.649033 0.408553 67 2074903 254876497225.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 32 1 1048576 3731652 46597704 35.748447 0.430146 66 2074898 254876566273.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 32 2 1048576 3730335 46599021 36.258534 0.390530 66 2074899 254876537994.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 4 0 1048576 15597133 34732223 76.032834 2.558231 65 2074902 254876274538.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 4 1 1048576 15597611 34731745 74.115313 2.532195 65 2074899 254876781215.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 4 2 1048576 15599300 34730056 78.489414 2.548715 66 2074896 254876733035.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 8 0 1048576 9212271 41117085 57.923244 1.272913 66 2074897 254876574901.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 8 1 1048576 9211021 41118335 55.973364 1.272694 66 2074899 254876414528.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 4 8 2 1048576 9207662 41121694 57.055225 1.264610 65 2074899 254876699463.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 16 0 1048576 5705397 44623959 43.478184 0.774710 111 4148167 438656374759.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 16 1 1048576 5705944 44623412 43.521626 0.771841 109 4148170 438656328937.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 16 2 1048576 5702817 44626539 43.890180 0.776046 113 4148173 438656376726.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 32 0 1048576 3731193 46598163 36.102740 0.499716 113 4148182 438656615078.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 32 1 1048576 3731652 46597704 35.766389 0.500048 113 4148154 438656406543.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 32 2 1048576 3730335 46599021 35.865543 0.502549 113 4148172 438656700788.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 4 0 1048576 15597133 34732223 74.034782 3.839008 109 4148182 438655919146.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 4 1 1048576 15597611 34731745 78.406013 3.783518 109 4148170 438656863752.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 4 2 1048576 15599300 34730056 77.741742 3.803686 109 4148159 438656137170.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 8 0 1048576 9212271 41117085 56.860711 1.784428 110 4148177 438656642790.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 8 1 1048576 9211021 41118335 56.213235 1.750404 109 4148161 438656110278.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS diststream 8 8 2 1048576 9207662 41121694 55.952948 1.732112 110 4148161 438656012488.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 1 0 1048576 50329356 0 33.449363 6.412901 60 2074901 254876588544.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 1 1 1048576 50329356 0 33.488804 6.379341 60 2074903 254876558431.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 1 2 1048576 50329356 0 33.482098 6.393986 60 2074895 254876505045.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 16 0 1048576 3143652 47185704 17.477160 0.699999 66 2074901 254876588544.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 16 1 1048576 3145279 47184077 18.116219 0.696866 67 2074903 254876558431.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 16 2 1048576 3145222 47184134 17.304042 0.698163 66 2074895 254876505045.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 32 0 1048576 1571499 48757857 17.140848 0.412163 67 2074901 254876588544.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 32 1 1048576 1573531 48755825 17.934916 0.409379 67 2074903 254876558431.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 32 2 1048576 1572405 48756951 16.776826 0.410725 67 2074895 254876505045.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 4 0 1048576 12581650 37747706 21.733295 2.681634 66 2074901 254876588544.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 4 1 1048576 12580783 37748573 21.452796 2.706561 65 2074903 254876558431.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 4 2 1048576 12578575 37750781 21.354227 2.639200 65 2074895 254876505045.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 8 0 1048576 6288723 44040633 18.592774 1.297329 66 2074901 254876588544.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 8 1 1048576 6290909 44038447 18.630573 1.317317 67 2074903 254876558431.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 4 8 2 1048576 6291387 44037969 18.855144 1.318056 65 2074895 254876505045.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 1 0 1048576 50329356 0 33.382587 9.241898 103 4148176 438656359195.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 1 1 1048576 50329356 0 33.484906 9.221677 104 4148173 438656969067.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 1 2 1048576 50329356 0 33.510536 9.260818 103 4148162 438656721325.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 16 0 1048576 3143652 47185704 17.305224 0.902936 111 4148176 438656359195.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 16 1 1048576 3145279 47184077 17.336766 0.897512 113 4148173 438656969067.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 16 2 1048576 3145222 47184134 17.561672 0.900987 112 4148162 438656721325.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 32 0 1048576 1571499 48757857 18.481813 0.537312 111 4148176 438656359195.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 32 1 1048576 1573531 48755825 17.000189 0.536832 113 4148173 438656969067.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 32 2 1048576 1572405 48756951 16.462897 0.537496 112 4148162 438656721325.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 4 0 1048576 12581650 37747706 21.465069 3.984580 110 4148176 438656359195.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 4 1 1048576 12580783 37748573 21.407568 3.966114 112 4148173 438656969067.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 4 2 1048576 12578575 37750781 21.337470 3.952317 109 4148162 438656721325.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 8 0 1048576 6288723 44040633 18.604673 1.849647 111 4148176 438656359195.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 8 1 1048576 6290909 44038447 18.704771 1.848196 113 4148173 438656969067.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS random 8 8 2 1048576 6291387 44037969 18.604562 1.863722 112 4148162 438656721325.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 16 0 1048576 5796087 44533269 18.080712 0.709614 66 2074905 254876521835.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 16 1 1048576 5815218 44514138 17.323683 0.728710 66 2074905 254876782797.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 16 2 1048576 5824226 44505130 17.342252 0.716678 65 2074895 254876645047.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 32 0 1048576 3425939 46903417 17.559310 0.415522 67 2074897 254876581888.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 32 1 1048576 3404821 46924535 16.595091 0.437290 66 2074898 254876240872.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 32 2 1048576 3415424 46913932 17.884872 0.414263 66 2074897 254876511645.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 4 0 1048576 16304302 34025054 21.450759 2.726604 63 2074897 254876641472.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 4 1 1048576 16311163 34018193 21.297567 2.682801 65 2074896 254876449674.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 4 2 1048576 16303844 34025512 21.409812 2.715375 65 2074905 254876721298.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 8 0 1048576 9664804 40664552 18.715168 1.336398 67 2074898 254876319526.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 8 1 1048576 9651168 40678188 18.725211 1.339452 66 2074903 254876476879.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 4 8 2 1048576 9711313 40618043 19.371184 1.351088 66 2074896 254876572755.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 16 0 1048576 5796087 44533269 17.579861 0.917020 110 4148179 438656472601.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 16 1 1048576 5815218 44514138 17.291850 0.904577 110 4148170 438656639468.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 16 2 1048576 5824226 44505130 17.740130 0.904346 109 4148170 438656519995.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 32 0 1048576 3425939 46903417 16.895304 0.546751 112 4148172 438656165955.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 32 1 1048576 3404821 46924535 17.159525 0.545111 112 4148171 438655858186.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 32 2 1048576 3415424 46913932 16.660958 0.544193 112 4148165 438656468495.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 4 0 1048576 16304302 34025054 21.431294 4.007047 109 4148164 438656729409.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 4 1 1048576 16311163 34018193 21.309819 4.017258 110 4148162 438656361690.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 4 2 1048576 16303844 34025512 21.359556 4.028574 110 4148169 438656017605.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 8 0 1048576 9664804 40664552 18.669294 1.876668 109 4148155 438655806294.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 8 1 1048576 9651168 40678188 18.726991 1.898399 113 4148175 438656712659.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS ukahip 8 8 2 1048576 9711313 40618043 18.563716 1.882696 109 4148169 438656361022.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 16 0 1048576 7149888 43179468 17.343123 0.662949 65 2074895 254876530084.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 16 1 1048576 7149888 43179468 17.385505 0.666555 65 2074895 254876530084.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 16 2 1048576 7149888 43179468 17.280842 0.669240 65 2074895 254876530084.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 32 0 1048576 5031334 45298022 16.852832 0.403525 66 2074899 254876746655.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 32 1 1048576 5031334 45298022 17.489397 0.405206 66 2074899 254876746655.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 32 2 1048576 5031334 45298022 16.902978 0.407660 66 2074899 254876746655.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 4 0 1048576 16828403 33500953 21.344764 2.689179 64 2074898 254876259483.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 4 1 1048576 16824318 33505038 21.673928 2.716272 64 2074896 254876593645.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 4 2 1048576 16824318 33505038 21.338612 2.707999 64 2074896 254876593645.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 8 0 1048576 10674244 39655112 18.707752 1.318125 67 2074905 254876441568.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 8 1 1048576 10674244 39655112 18.704544 1.320007 67 2074905 254876441568.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 4 8 2 1048576 10673994 39655362 18.576171 1.341664 66 2074896 254876500651.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 16 0 1048576 7149888 43179468 17.450650 0.843424 111 4148158 438656194863.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 16 1 1048576 7149888 43179468 17.264135 0.836549 111 4148158 438656194863.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 16 2 1048576 7149888 43179468 20.258220 0.840674 111 4148158 438656194863.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 32 0 1048576 5031334 45298022 16.856918 0.520387 111 4148167 438656553299.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 32 1 1048576 5031334 45298022 18.379951 0.528354 111 4148167 438656553299.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 32 2 1048576 5031334 45298022 17.040108 0.528251 111 4148167 438656553299.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 4 0 1048576 16828403 33500953 21.346536 3.989819 111 4148163 438655894706.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 4 1 1048576 16824318 33505038 21.553281 3.977376 113 4148173 438656054485.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 4 2 1048576 16824318 33505038 21.316833 4.024870 113 4148173 438656054485.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 8 0 1048576 10674244 39655112 18.635075 1.902076 109 4148172 438655791635.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 8 1 1048576 10674244 39655112 18.784892 1.902690 109 4148172 438655791635.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS umetis 8 8 2 1048576 10673994 39655362 18.608447 1.849247 109 4148157 438656295814.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 16 0 1048576 7172765 43156591 17.452889 0.672552 65 2074900 254876637686.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 16 1 1048576 7172765 43156591 17.458581 0.668550 65 2074900 254876637686.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 16 2 1048576 7175382 43153974 18.878462 0.671622 67 2074900 254876653457.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 32 0 1048576 5070845 45258511 16.711459 0.409636 67 2074904 254876650884.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 32 1 1048576 5070845 45258511 17.351151 0.457478 67 2074904 254876650884.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 32 2 1048576 5070958 45258398 17.045991 0.400799 66 2074898 254876632803.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 4 0 1048576 16795083 33534273 21.218166 2.687767 65 2074899 254876529019.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 4 1 1048576 16795083 33534273 21.201367 2.636999 65 2074899 254876529019.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 4 2 1048576 16769947 33559409 21.265586 2.714455 64 2074905 254876560731.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 8 0 1048576 10642271 39687085 18.764879 1.356346 66 2074901 254876602736.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 8 1 1048576 10642271 39687085 18.620099 1.333315 66 2074901 254876602736.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 4 8 2 1048576 10642271 39687085 18.662325 1.336350 66 2074901 254876602736.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 16 0 1048576 7172765 43156591 17.393505 0.834843 111 4148160 438655992268.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 16 1 1048576 7172765 43156591 17.945600 0.848876 111 4148160 438655992268.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 16 2 1048576 7175382 43153974 17.388651 0.838275 113 4148178 438656706093.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 32 0 1048576 5070845 45258511 17.205488 0.520827 111 4148179 438655972932.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 32 1 1048576 5070845 45258511 17.122776 0.526802 111 4148179 438655972932.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 32 2 1048576 5070958 45258398 17.136481 0.525271 112 4148172 438656587655.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 4 0 1048576 16795083 33534273 21.586989 3.954210 109 4148172 438656267340.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 4 1 1048576 16795083 33534273 21.264439 3.967402 109 4148172 438656267340.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 4 2 1048576 16769947 33559409 21.366275 4.062838 110 4148169 438656209050.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 8 0 1048576 10642271 39687085 19.722094 1.868790 109 4148192 438656435606.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 8 1 1048576 10642271 39687085 18.668014 1.860560 109 4148192 438656435606.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kCS uwmetis 8 8 2 1048576 10642271 39687085 18.938685 1.872805 109 4148192 438656435606.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 16 0 1048576 5705397 44623959 43.594630 11.030123 27 2074940 252674665856.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 16 1 1048576 5705944 44623412 44.239933 11.090924 25 2074870 252669628595.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 16 2 1048576 5702817 44626539 44.685031 11.360713 26 2074909 252689235956.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 32 0 1048576 3731193 46598163 36.303628 8.693767 26 2074891 252684448359.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 32 1 1048576 3731652 46597704 36.056205 8.494620 26 2075023 252706672432.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 32 2 1048576 3730335 46599021 36.069549 8.657443 26 2075001 252712974917.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 4 0 1048576 15597133 34732223 77.584024 22.097056 26 2074969 252687553444.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 4 1 1048576 15597611 34731745 78.711567 22.141611 25 2075010 252689509701.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 4 2 1048576 15599300 34730056 75.356622 22.108088 25 2074961 252685768440.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 8 0 1048576 9212271 41117085 57.074077 15.385388 26 2075023 252699313163.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 8 1 1048576 9211021 41118335 57.956409 15.565645 27 2074791 252681942414.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 4 8 2 1048576 9207662 41121694 57.279686 15.390563 26 2074908 252686518181.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 16 0 1048576 5705397 44623959 43.742731 21.861716 33 4147822 435172523710.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 16 1 1048576 5705944 44623412 44.304160 22.215570 33 4147944 435200214011.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 16 2 1048576 5702817 44626539 44.265935 21.712748 32 4147970 435202873296.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 32 0 1048576 3731193 46598163 36.415188 16.956419 33 4147990 435171478824.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 32 1 1048576 3731652 46597704 36.027205 16.874950 33 4147893 435175443310.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 32 2 1048576 3730335 46599021 36.302329 16.878184 33 4148156 435186624559.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 4 0 1048576 15597133 34732223 78.361601 43.600837 32 4148170 435182777116.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 4 1 1048576 15597611 34731745 77.600786 43.409863 34 4147980 435181395133.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 4 2 1048576 15599300 34730056 78.071035 43.333418 33 4147898 435199362512.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 8 0 1048576 9212271 41117085 56.209656 29.767851 33 4147941 435194984832.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 8 1 1048576 9211021 41118335 56.595626 29.655781 33 4147905 435198810089.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM diststream 8 8 2 1048576 9207662 41121694 57.033621 29.764853 32 4148117 435179370131.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 1 0 1048576 50329356 0 18.828377 6.573377 25 2074975 252702524100.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 1 1 1048576 50329356 0 18.843308 6.624944 25 2074975 252702524100.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 1 2 1048576 50329356 0 18.767829 6.673649 25 2074975 252702524100.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 16 0 1048576 3143652 47185704 17.265822 11.154905 26 2075044 252704788171.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 16 1 1048576 3145279 47184077 17.350589 11.204772 25 2074854 252701576646.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 16 2 1048576 3145222 47184134 16.976877 11.089765 25 2074974 252684599548.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 32 0 1048576 1571499 48757857 16.496694 8.717594 25 2075020 252710363975.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 32 1 1048576 1573531 48755825 17.099645 8.665138 25 2074936 252699834137.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 32 2 1048576 1572405 48756951 18.250694 8.683870 25 2074996 252701687997.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 4 0 1048576 12581650 37747706 19.221482 22.456362 25 2074911 252678049115.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 4 1 1048576 12580783 37748573 19.257939 22.521645 26 2074844 252677498589.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 4 2 1048576 12578575 37750781 19.187373 22.506322 26 2074999 252698638887.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 8 0 1048576 6288723 44040633 17.774755 15.370112 26 2075023 252693588997.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 8 1 1048576 6290909 44038447 17.756817 15.154620 25 2074921 252680487173.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 4 8 2 1048576 6291387 44037969 24.714118 15.427052 25 2074956 252719286369.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 1 0 1048576 50329356 0 18.789686 10.544766 33 4148059 435225388814.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 1 1 1048576 50329356 0 18.875542 10.538212 33 4148059 435225388814.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 1 2 1048576 50329356 0 18.865348 10.543555 33 4148059 435225388814.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 16 0 1048576 3143652 47185704 17.345129 21.669236 33 4148071 435204635658.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 16 1 1048576 3145279 47184077 17.075404 21.653361 33 4148089 435219679757.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 16 2 1048576 3145222 47184134 17.664274 22.161530 33 4147937 435192809268.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 32 0 1048576 1571499 48757857 17.215771 17.087945 34 4147922 435183844188.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 32 1 1048576 1573531 48755825 16.826219 16.755647 33 4147933 435202290283.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 32 2 1048576 1572405 48756951 18.911929 16.836080 33 4148089 435174134085.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 4 0 1048576 12581650 37747706 19.471047 43.321500 33 4148039 435199248387.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 4 1 1048576 12580783 37748573 19.321352 41.876127 33 4147740 435183227619.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 4 2 1048576 12578575 37750781 19.424638 43.838573 33 4148116 435211208550.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 8 0 1048576 6288723 44040633 17.757150 29.384485 34 4147726 435188262580.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 8 1 1048576 6290909 44038447 17.981066 30.624554 34 4148131 435203522804.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM random 8 8 2 1048576 6291387 44037969 18.328741 29.999616 33 4147890 435194772948.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM ukahip 4 16 0 1048576 5796087 44533269 17.088646 11.711489 25 2075124 252717662983.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM ukahip 4 16 1 1048576 5815218 44514138 17.272398 11.883878 25 2075086 252686893070.00
rgg_s20_ef48_0.25_0.25_0.25_0.25_exp kMM ukahip 4 16 2 1048576 5824226 44505130 18.008269 11.835448 26 2075001 252688910298.00
