graph,algo,k,seed,n,m,read_time,running_time,matching_size,matching_weight
rmat_s16_ef48_0.45_0.15_0.15_0.25_exp,kEC,16,2,65536,3076205,4.21894,1.607092,0,37353007806
rmat_s16_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,0,65536,3076205,0.000000,0.624577,455043,35511019452.000000
rmat_s16_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,1,65536,3076205,0.000000,0.608082,455043,35511019452.000000
rmat_s16_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,2,65536,3076205,0.000000,0.621786,455043,35511019452.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk,16,0,16384,746906,0.000000,0.064294,121444,46387312201.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk,16,1,16384,746906,0.000000,0.064250,121444,46387312201.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk,16,2,16384,746906,0.000000,0.066306,121444,46387312201.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,0,16384,746906,0.791273,0.291064,0,50628147496
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,1,16384,746906,0.810921,0.291708,0,50628147496
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,2,16384,746906,0.812487,0.291555,0,50628147496
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,0,16384,746906,0.000000,0.128797,121566,47395448642.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,1,16384,746906,0.000000,0.128550,121566,47395448642.000000
rmat_s14_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,2,16384,746906,0.000000,0.129179,121566,47395448642.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk,16,0,131072,5725537,0.000000,0.543570,617275,218795929424.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk,16,1,131072,5725537,0.000000,0.536045,617275,218795929424.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk,16,2,131072,5725537,0.000000,0.552102,617275,218795929424.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,0,125934,5725537,11.7188,2.552351,0,215873565006
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,1,125934,5725537,11.8034,2.560061,0,215873565006
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,2,125934,5725537,11.7672,2.551545,0,215873565006
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,0,131072,5725537,0.000000,1.169426,619650,223708432675.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,1,131072,5725537,0.000000,1.167696,619650,223708432675.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,2,131072,5725537,0.000000,1.169427,619650,223708432675.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk,16,0,8388608,198780903,0.000000,68.902085,23391218,1489502046434.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk,16,1,8388608,198780903,0.000000,67.650889,23391218,1489502046434.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk,16,2,8388608,198780903,0.000000,69.232397,23391218,1489502046434.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,0,7103290,198780903,668.394,176.741822,0,1515041816173
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,1,7103290,198780903,651.876,175.078564,0,1515041816173
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,2,7103290,198780903,649.471,172.500161,0,1515041816173
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,8388608,198780903,0.000000,133.168587,23627169,1509518405423.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,8388608,198780903,0.000000,132.941926,23627169,1509518405423.000000
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,8388608,198780903,0.000000,133.624215,23627169,1509518405423.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk,16,0,32768,1349809,0.000000,0.117670,165678,58989593142.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk,16,1,32768,1349809,0.000000,0.117237,165678,58989593142.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk,16,2,32768,1349809,0.000000,0.118938,165678,58989593142.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,0,31884,1349809,1.93133,0.463076,0,58726681844
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,1,31884,1349809,1.92963,0.463264,0,58726681844
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,2,31884,1349809,1.93549,0.459594,0,58726681844
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,0,32768,1349809,0.000000,0.236150,166267,60304839466.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,1,32768,1349809,0.000000,0.235782,166267,60304839466.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,2,32768,1349809,0.000000,0.240404,166267,60304839466.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk,16,0,524288,23756720,0.000000,3.813822,2088768,149213900130.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk,16,1,524288,23756720,0.000000,3.609776,2088768,149213900130.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk,16,2,524288,23756720,0.000000,3.654959,2088768,149213900130.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,0,495585,23756720,63.3674,13.360884,0,153123726551
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,1,495585,23756720,64.6593,13.385545,0,153123726551
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,2,495585,23756720,64.6365,13.473094,0,153123726551
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,524288,23756720,0.000000,7.627168,2109408,151600336943.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,524288,23756720,0.000000,7.710441,2109408,151600336943.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,524288,23756720,0.000000,7.003346,2109408,151600336943.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk,16,0,32768,1520003,0.000000,0.144477,226232,17580347518.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk,16,1,32768,1520003,0.000000,0.144316,226232,17580347518.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk,16,2,32768,1520003,0.000000,0.144281,226232,17580347518.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kEC,16,0,32768,1520003,1.87742,0.664310,0,18821355947
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kEC,16,1,32768,1520003,1.85636,0.666858,0,18821355947
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kEC,16,2,32768,1520003,1.85512,0.659900,0,18821355947
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,0,32768,1520003,0.000000,0.281511,228858,17868551981.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,1,32768,1520003,0.000000,0.282986,228858,17868551981.000000
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,stk-dp,16,2,32768,1520003,0.000000,0.283304,228858,17868551981.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk,16,0,1048576,50135639,0.000000,10.645642,7546805,2836104534329.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk,16,1,1048576,50135639,0.000000,10.591463,7546805,2836104534329.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk,16,2,1048576,50135639,0.000000,10.625514,7546805,2836104534329.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,0,1048512,50135639,97.8374,42.815772,0,3041534567632
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,1,1048512,50135639,97.8672,43.196773,0,3041534567632
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,kEC,16,2,1048512,50135639,98.3136,43.328270,0,3041534567632
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,0,1048576,50135639,0.000000,20.998713,7552433,2894610097611.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,1,1048576,50135639,0.000000,21.032871,7552433,2894610097611.000000
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni,stk-dp,16,2,1048576,50135639,0.000000,20.840830,7552433,2894610097611.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk,16,0,8388608,201194109,0.000000,74.904130,52253271,18168795782908.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk,16,1,8388608,201194109,0.000000,74.229401,52253271,18168795782908.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk,16,2,8388608,201194109,0.000000,75.652655,52253271,18168795782908.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,kEC,16,0,8375485,201194109,415.093,245.404958,0,19136478353438
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,kEC,16,1,8375485,201194109,413.952,245.999328,0,19136478353438
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,kEC,16,2,8375485,201194109,410.178,239.915734,0,19136478353438
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk-dp,16,0,8388608,201194109,0.000000,126.941107,52533912,18534584552730.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk-dp,16,1,8388608,201194109,0.000000,125.982190,52533912,18534584552730.000000
rmat_s23_ef24_0.45_0.15_0.15_0.25_uni,stk-dp,16,2,8388608,201194109,0.000000,125.334242,52533912,18534584552730.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk,16,0,2097152,50253000,0.000000,13.210534,12503904,779430373144.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk,16,1,2097152,50253000,0.000000,13.465585,12503904,779430373144.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk,16,2,2097152,50253000,0.000000,13.458558,12503904,779430373144.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,0,2095150,50253000,93.336,47.073219,0,819635294290
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,1,2095150,50253000,90.5715,46.498628,0,819635294290
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,2,2095150,50253000,93.0291,47.074673,0,819635294290
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,0,2097152,50253000,0.000000,23.752599,12675885,790555480459.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,1,2097152,50253000,0.000000,23.653702,12675885,790555480459.000000
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,2,2097152,50253000,0.000000,23.608794,12675885,790555480459.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk,16,0,131072,5724931,0.000000,0.534047,561332,40167681523.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk,16,1,131072,5724931,0.000000,0.531400,561332,40167681523.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk,16,2,131072,5724931,0.000000,0.540672,561332,40167681523.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,0,125971,5724931,11.6691,2.485807,0,41334907664
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,1,125971,5724931,11.7771,2.508855,0,41334907664
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,2,125971,5724931,11.7553,2.500311,0,41334907664
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,131072,5724931,0.000000,1.174556,567089,40816957787.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,131072,5724931,0.000000,1.166520,567089,40816957787.000000
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,131072,5724931,0.000000,1.137851,567089,40816957787.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk,16,0,32768,1349417,0.000000,0.117090,150589,10818176293.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk,16,1,32768,1349417,0.000000,0.115070,150589,10818176293.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk,16,2,32768,1349417,0.000000,0.114653,150589,10818176293.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,0,31913,1349417,1.91309,0.413056,0,11166164182
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,1,31913,1349417,1.92858,0.408553,0,11166164182
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,2,31913,1349417,1.92418,0.410513,0,11166164182
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,32768,1349417,0.000000,0.234130,152393,10993849374.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,32768,1349417,0.000000,0.234910,152393,10993849374.000000
rmat_s15_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,32768,1349417,0.000000,0.236357,152393,10993849374.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk,16,0,16777216,398753197,0.000000,154.073321,45059342,2871585024920.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk,16,1,16777216,398753197,0.000000,150.147349,45059342,2871585024920.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk,16,2,16777216,398753197,0.000000,150.609441,45059342,2871585024920.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,0,13987030,398753197,1501.27,406.351466,0,2917461984374
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,1,13987030,398753197,1544.45,409.053704,0,2917461984374
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,2,13987030,398753197,1582.67,403.911823,0,2917461984374
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,16777216,398753197,0.000000,283.047302,45509337,2909993915517.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,16777216,398753197,0.000000,285.210975,45509337,2909993915517.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,16777216,398753197,0.000000,288.394948,45509337,2909993915517.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk,16,0,16384,647435,0.000000,0.050305,78280,5605743286.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk,16,1,16384,647435,0.000000,0.049978,78280,5605743286.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk,16,2,16384,647435,0.000000,0.049353,78280,5605743286.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,0,16039,647435,0.742703,0.172301,0,5809337553
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,1,16039,647435,0.746776,0.173939,0,5809337553
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kEC,16,2,16039,647435,0.751187,0.172976,0,5809337553
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,16384,647435,0.000000,0.102313,79203,5699045229.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,16384,647435,0.000000,0.101764,79203,5699045229.000000
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,16384,647435,0.000000,0.102114,79203,5699045229.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk,16,0,131072,6289109,0.000000,0.721848,953542,82472217559.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk,16,1,131072,6289109,0.000000,0.712700,953542,82472217559.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk,16,2,131072,6289109,0.000000,0.720718,953542,82472217559.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kEC,16,0,131072,6289109,9.47981,6.329670,0,90027494856
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kEC,16,1,131072,6289109,9.46241,6.278824,0,90027494856
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kEC,16,2,131072,6289109,9.47406,6.315588,0,90027494856
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk-dp,16,0,131072,6289109,0.000000,1.288069,964341,83729476685.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk-dp,16,1,131072,6289109,0.000000,1.314423,964341,83729476685.000000
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,stk-dp,16,2,131072,6289109,0.000000,1.332115,964341,83729476685.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk,16,0,4194304,99005401,0.000000,25.872506,12150745,772754824787.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk,16,1,4194304,99005401,0.000000,25.973092,12150745,772754824787.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk,16,2,4194304,99005401,0.000000,27.002829,12150745,772754824787.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,0,3606047,99005401,285.749,77.001039,0,786447123640
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,1,3606047,99005401,278.803,75.814228,0,786447123640
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,2,3606047,99005401,286.769,76.570179,0,786447123640
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,4194304,99005401,0.000000,50.993528,12277735,783147979994.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,4194304,99005401,0.000000,51.843253,12277735,783147979994.000000
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,4194304,99005401,0.000000,51.309060,12277735,783147979994.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk,16,0,32768,1570612,0.000000,0.154837,244403,99406091850.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk,16,1,32768,1570612,0.000000,0.156162,244403,99406091850.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk,16,2,32768,1570612,0.000000,0.155134,244403,99406091850.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,0,32768,1570612,1.9248,1.179782,0,116158092032
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,1,32768,1570612,1.92358,1.173292,0,116158092032
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,2,32768,1570612,1.93805,1.164997,0,116158092032
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,0,32768,1570612,0.000000,0.276465,247664,102935917673.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,1,32768,1570612,0.000000,0.277350,247664,102935917673.000000
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,2,32768,1570612,0.000000,0.275248,247664,102935917673.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk,16,0,1048576,50329246,0.000000,13.272629,7823572,3181130746152.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk,16,1,1048576,50329246,0.000000,13.253853,7823572,3181130746152.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk,16,2,1048576,50329246,0.000000,13.034429,7823572,3181130746152.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,0,1048576,50329246,94.2254,70.344347,0,3718717815454
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,1,1048576,50329246,94.0174,70.101434,0,3718717815454
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,2,1048576,50329246,92.7539,69.455659,0,3718717815454
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,0,1048576,50329246,0.000000,23.306369,7924889,3293332249404.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,1,1048576,50329246,0.000000,22.971355,7924889,3293332249404.000000
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,2,1048576,50329246,0.000000,23.117601,7924889,3293332249404.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk,16,0,2097152,49251994,0.000000,11.110502,6312542,401001641676.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk,16,1,2097152,49251994,0.000000,11.079766,6312542,401001641676.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk,16,2,2097152,49251994,0.000000,11.134907,6312542,401001641676.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,0,1829637,49251994,126.246,32.607852,0,408708335131
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,1,1829637,49251994,127.493,32.704714,0,408708335131
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,kEC,16,2,1829637,49251994,126.603,32.895311,0,408708335131
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,0,2097152,49251994,0.000000,22.792602,6377329,406409619191.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,1,2097152,49251994,0.000000,22.610976,6377329,406409619191.000000
rmat_s21_ef24_0.55_0.15_0.15_0.15_exp,stk-dp,16,2,2097152,49251994,0.000000,22.702600,6377329,406409619191.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk,16,0,4194304,100561270,0.000000,30.003794,24763365,1541868335722.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk,16,1,4194304,100561270,0.000000,29.983348,24763365,1541868335722.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk,16,2,4194304,100561270,0.000000,29.994932,24763365,1541868335722.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,0,4188894,100561270,192.747,106.186929,0,1620104085095
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,1,4188894,100561270,198.433,108.120557,0,1620104085095
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kEC,16,2,4188894,100561270,196.373,107.548683,0,1620104085095
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,0,4194304,100561270,0.000000,52.222261,25101884,1563797849912.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,1,4194304,100561270,0.000000,52.294567,25101884,1563797849912.000000
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,stk-dp,16,2,4194304,100561270,0.000000,52.253052,25101884,1563797849912.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk,16,0,4194304,100662680,0.000000,33.467795,29627307,1987595698343.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk,16,1,4194304,100662680,0.000000,33.346865,29627307,1987595698343.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk,16,2,4194304,100662680,0.000000,33.349177,29627307,1987595698343.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,kEC,16,0,4194304,100662680,191.011,182.236059,0,2148322611955
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,kEC,16,1,4194304,100662680,190.786,182.947170,0,2148322611955
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,kEC,16,2,4194304,100662680,186.333,179.082875,0,2148322611955
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk-dp,16,0,4194304,100662680,0.000000,53.807419,30114778,2017476634226.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk-dp,16,1,4194304,100662680,0.000000,53.102630,30114778,2017476634226.000000
rmat_s22_ef24_0.25_0.25_0.25_0.25_exp,stk-dp,16,2,4194304,100662680,0.000000,53.797795,30114778,2017476634226.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk,16,0,16777216,398754887,0.000000,149.468851,49039638,16628322309211.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk,16,1,16777216,398754887,0.000000,153.852571,49039638,16628322309211.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk,16,2,16777216,398754887,0.000000,154.256015,49039638,16628322309211.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kEC,16,0,13987807,398754887,1516.52,514.307446,0,16173810985944
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kEC,16,1,13987807,398754887,1516.61,411.138582,0,16173810985944
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kEC,16,2,13987807,398754887,1503.17,526.323588,0,16173810985944
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk-dp,16,0,16777216,398754887,0.000000,283.906070,49315096,16962890042630.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk-dp,16,1,16777216,398754887,0.000000,285.708895,49315096,16962890042630.000000
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,stk-dp,16,2,16777216,398754887,0.000000,284.166727,49315096,16962890042630.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk,16,0,16384,784163,0.000000,0.070449,122222,49648262008.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk,16,1,16384,784163,0.000000,0.069700,122222,49648262008.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk,16,2,16384,784163,0.000000,0.069139,122222,49648262008.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,0,16384,784163,0.845662,0.465216,0,58055733152
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,1,16384,784163,0.827526,0.460948,0,58055733152
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,kEC,16,2,16384,784163,0.826967,0.462921,0,58055733152
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,0,16384,784163,0.000000,0.128479,123779,51393683273.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,1,16384,784163,0.000000,0.126241,123779,51393683273.000000
rmat_s14_ef48_0.25_0.25_0.25_0.25_uni,stk-dp,16,2,16384,784163,0.000000,0.126983,123779,51393683273.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk,16,0,524288,23757244,0.000000,3.707230,2304039,814402967050.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk,16,1,524288,23757244,0.000000,3.173661,2304039,814402967050.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk,16,2,524288,23757244,0.000000,3.203010,2304039,814402967050.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,0,495583,23757244,64.6132,13.633864,0,798228468499
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,1,495583,23757244,64.5697,13.635146,0,798228468499
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kEC,16,2,495583,23757244,64.371,13.643602,0,798228468499
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,0,524288,23757244,0.000000,6.786892,2313164,832306429487.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,1,524288,23757244,0.000000,7.306306,2313164,832306429487.000000
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,stk-dp,16,2,524288,23757244,0.000000,6.953929,2313164,832306429487.000000
