graph,algo,k,seed,n,m,read_time,running_time,matching_size,matching_weight
rmat_s16_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,1,65536,3143381,1.861360,2.395928,517956,230164138287.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,2,65536,3143381,1.806919,2.552884,517873,230139321711.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,0,524288,25014129,15.698418,7.631465,3777653,1536096294478.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,1,524288,25014129,16.224311,7.677959,3777640,1536100930530.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,2,524288,25014129,15.751072,6.708208,3777702,1536109098107.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,0,524288,25014129,16.127201,18.468241,3778154,1528057573707.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,1,524288,25014129,16.324128,18.410470,3777365,1527926944543.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,2,524288,25014129,12.480190,17.611437,3777590,1527858048002.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,32768,1520003,1.047217,0.396117,243033,18803882840.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,32768,1520003,0.974426,0.384776,243031,18803880322.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,32768,1520003,0.959699,0.371732,243034,18803881799.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,32768,1520003,0.866689,1.291360,242993,18758600548.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,32768,1520003,0.891063,1.314615,243092,18761002179.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,32768,1520003,0.891050,1.183009,243037,18759349302.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,0,4194304,99005401,68.333626,50.824157,12288355,786534993263.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,1,4194304,99005401,68.042911,53.975375,12288359,786535553813.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,2,4194304,99005401,70.248155,54.739637,12288358,786535634674.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,0,4194304,99005401,61.734368,64.135266,12347882,789139026482.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,1,4194304,99005401,50.496672,62.488430,12347745,789124504006.00
rmat_s22_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,2,4194304,99005401,51.059878,63.250262,12347733,789124734332.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,0,65536,2788534,1.916717,0.636980,298189,21533983268.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,1,65536,2788534,1.877932,0.619154,298184,21534013304.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,2,65536,2788534,1.888045,0.650150,298187,21534042085.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,0,65536,2788534,1.759031,1.785665,299501,21593048962.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,1,65536,2788534,1.809630,1.649307,299530,21585484942.00
rmat_s16_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,2,65536,2788534,1.761836,1.874556,299463,21588135997.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,131072,6289109,3.967458,1.154260,1036080,89761663433.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,131072,6289109,3.838495,0.994533,1036086,89761542186.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,131072,6289109,3.872374,1.038225,1036090,89761826427.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,131072,6289109,3.801092,5.537467,1035866,89117538750.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,131072,6289109,3.932573,5.366181,1035881,89117712018.00
rmat_s17_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,131072,6289109,3.784039,4.960151,1035858,89115447257.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,16384,784053,0.483120,0.251939,129492,11210781437.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,16384,784053,0.489461,0.213304,129495,11210736055.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,16384,784053,0.477058,0.247546,129487,11210509125.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,16384,784053,0.460039,0.717840,129478,11130335952.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,16384,784053,0.444763,0.672918,129484,11128571266.00
rmat_s14_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,16384,784053,0.459625,0.704868,129508,11131754279.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,0,16384,647435,0.371137,0.264307,80665,5809379256.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,1,16384,647435,0.387533,0.300774,80665,5809331192.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,2,16384,647435,0.365354,0.246434,80666,5809321472.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,0,16384,647435,0.399455,0.475476,81023,5820324333.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,1,16384,647435,0.369852,0.490206,81032,5822767083.00
rmat_s14_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,2,16384,647435,0.380044,0.447607,81078,5823371079.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,16384,746669,0.410312,0.262554,122287,9475611276.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,16384,746669,0.411675,0.239887,122290,9475607309.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,16384,746669,0.388502,0.223230,122290,9475585852.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,16384,746669,0.414798,0.649037,122310,9450798015.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,16384,746669,0.436988,0.663218,122255,9450092427.00
rmat_s14_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,16384,746669,0.429563,0.663483,122242,9448977917.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,1048576,50329356,31.883452,16.087221,8289581,717952547138.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,1048576,50329356,34.510510,16.739112,8289657,717954120997.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,1048576,50329356,33.928713,16.854764,8289645,717951658629.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,1048576,50329356,32.321640,42.176288,8287093,712847239471.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,1048576,50329356,32.406406,42.517340,8287551,712848373183.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,1048576,50329356,34.232438,43.422499,8287288,712853668771.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,0,8388608,198780903,140.174932,101.205973,23648167,1515184507867.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,1,8388608,198780903,141.164866,107.722867,23648193,1515185555712.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,2,8388608,198780903,143.416734,106.407622,23648174,1515184267822.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,0,8388608,198780903,129.876868,138.690745,23776902,1520118868891.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,1,8388608,198780903,130.052866,132.221029,23777664,1520106638997.00
rmat_s23_ef24_0.55_0.15_0.15_0.15_exp,kMM_32,16,2,8388608,198780903,130.487178,133.682393,23777175,1520106484992.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,524288,25014316,17.531051,7.440327,3777986,289363650476.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,524288,25014316,16.396534,8.479385,3777993,289363987164.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,524288,25014316,16.265342,7.692693,3778012,289364156661.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,524288,25014316,15.666262,18.703454,3780235,288969386218.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,524288,25014316,16.157321,20.276914,3780199,288964711215.00
rmat_s19_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,524288,25014316,14.857170,19.443990,3779515,288950235738.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,1048576,50135288,31.586534,17.553583,7497885,572596935248.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,1048576,50135288,31.593438,16.602625,7497897,572597509104.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,1048576,50135288,31.640549,15.320053,7497882,572598146477.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,1048576,50135288,30.634119,37.115847,7503017,571934826308.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,1048576,50135288,30.984151,37.648493,7502811,571909377976.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,1048576,50135288,31.471112,37.603076,7503265,571928177826.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,0,262144,12580633,9.521142,2.700141,2072346,926983831260.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,1,262144,12580633,8.204714,2.762480,2072352,926986378352.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,2,262144,12580633,8.274930,2.467363,2072341,926983337217.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,0,262144,12580633,7.870822,10.184728,2071780,920562303348.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,1,262144,12580633,7.586334,9.725388,2071892,920620216769.00
rmat_s18_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,2,262144,12580633,6.998294,9.663769,2071954,920606179681.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,16777216,402652618,290.449445,203.138537,130583742,8564621014360.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,16777216,402652618,280.268430,199.245521,130583670,8564626500912.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,16777216,402652618,312.481771,195.949607,130583810,8564627304637.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,16777216,402652618,300.296749,671.049229,130374661,8491610410075.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,16777216,402652618,273.904324,661.561014,130372026,8491577691672.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,16777216,402652618,276.829433,669.211815,130373254,8491509688745.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,0,2097152,50253908,37.037017,18.803403,13304770,4904799602895.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,1,2097152,50253908,35.525520,18.168548,13304806,4904798186086.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,2,2097152,50253908,35.280464,18.218251,13304824,4904800891228.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,0,2097152,50253908,33.999241,64.315808,13309984,4891339864305.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,1,2097152,50253908,34.107751,64.689713,13310124,4891168014957.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,2,2097152,50253908,33.129109,64.351234,13309451,4891182702171.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,0,524288,23757244,15.543449,7.009126,2126399,798295897544.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,1,524288,23757244,14.434202,7.429891,2126402,798300323405.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,2,524288,23757244,15.349181,7.108468,2126394,798293303968.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,0,524288,23757244,15.326783,10.883011,2134652,796062481033.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,1,524288,23757244,15.720256,10.564939,2134774,796125774067.00
rmat_s19_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,2,524288,23757244,15.530879,10.540620,2134436,795960661131.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,0,2097152,49253582,31.363369,16.897240,6380358,2282028743013.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,1,2097152,49253582,32.175876,16.725852,6380398,2282027913325.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,2,2097152,49253582,32.535845,17.033022,6380350,2282023974993.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,0,2097152,49253582,32.145907,32.578721,6413237,2281110802409.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,1,2097152,49253582,32.804703,31.862952,6413081,2281204928772.00
rmat_s21_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,2,2097152,49253582,32.169024,31.020089,6413992,2281311050083.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,2097152,50253000,32.706972,18.779784,13303774,819276464210.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,2097152,50253000,33.226720,24.553825,13303750,819276403094.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,2097152,50253000,34.153127,24.931936,13303772,819276898112.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,2097152,50253000,33.850046,66.621379,13312886,818316648400.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,2097152,50253000,34.334076,70.184030,13313146,818308387368.00
rmat_s21_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,2097152,50253000,34.251984,67.347941,13313169,818341743440.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,0,32768,1520529,0.919190,0.338258,242776,100007704185.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,1,32768,1520529,0.873948,0.355585,242739,100005945805.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,2,32768,1520529,0.799472,0.389815,242785,100010332673.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,0,32768,1520529,0.739229,1.096300,242710,99488509815.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,1,32768,1520529,0.920644,1.167763,242625,99447968384.00
rmat_s15_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,2,32768,1520529,0.931040,1.172832,242701,99466348253.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,0,16777216,402479213,308.430881,266.637043,102940220,37775918401589.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,1,16777216,402479213,296.137264,270.716960,102940235,37775900701342.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,2,16777216,402479213,298.882404,267.096302,102940340,37775940578944.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,0,16777216,402479213,306.069134,501.048181,103017168,37683922271917.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,1,16777216,402479213,278.417357,508.228645,103016946,37683950890259.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni,kMM_32,16,2,16777216,402479213,291.083524,509.384069,103018370,37683620815679.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,8388608,201325970,152.540883,67.521513,65289634,4282541926662.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,8388608,201325970,155.568720,68.174528,65289564,4282543106040.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,8388608,201325970,147.696111,69.022353,65289751,4282542627180.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,8388608,201325970,141.525014,326.256435,65186684,4246071138962.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,8388608,201325970,150.332481,327.908039,65185187,4246017563407.00
rmat_s23_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,8388608,201325970,136.431761,327.183192,65185958,4246039022491.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,0,32768,1570612,0.958607,0.307232,259019,115840964429.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,1,32768,1570612,1.008213,0.316560,259021,115841163129.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,2,32768,1570612,0.979094,0.341291,259020,115840859469.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,0,32768,1570612,1.014189,1.337031,258989,115034994492.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,1,32768,1570612,1.012286,1.290791,258988,115031699251.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,2,32768,1570612,1.007795,1.295388,259019,115036217979.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,0,524288,25163518,15.553694,5.370796,4144909,1854134773254.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,1,524288,25163518,16.869420,6.062386,4144940,1854135032795.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,2,524288,25163518,16.514353,5.707374,4144920,1854133123583.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,0,524288,25163518,16.458375,20.033574,4143748,1841243876880.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,1,524288,25163518,16.939790,20.178623,4143738,1841158919933.00
rmat_s19_ef48_0.25_0.25_0.25_0.25_uni,kMM_32,16,2,524288,25163518,14.959911,19.605185,4143544,1841163689652.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,65536,3143475,1.974106,0.567871,518082,44807572977.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,65536,3143475,1.990923,0.641038,518105,44807799505.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,65536,3143475,1.955500,0.637436,518102,44807759834.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,65536,3143475,1.897718,2.583924,517976,44487230798.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,65536,3143475,1.917342,2.514597,517955,44488524332.00
rmat_s16_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,65536,3143475,1.755926,2.662763,517860,44486190880.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,0,2097152,50331056,34.274995,16.438251,16323162,6590991171676.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,1,2097152,50331056,35.447289,16.477188,16323041,6590984058775.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,MRepLM_32,16,2,2097152,50331056,34.736078,14.756502,16323117,6590991978252.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,kMM_32,16,0,2097152,50331056,32.919189,79.023692,16296689,6531908959594.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,kMM_32,16,1,2097152,50331056,36.311913,79.453458,16296777,6532082937810.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_uni,kMM_32,16,2,2097152,50331056,36.834498,79.793319,16296995,6532134991590.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,4194304,100561270,70.258835,40.787688,26309608,1619459274473.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,4194304,100561270,67.878275,37.659756,26309620,1619459490010.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,4194304,100561270,72.001207,39.435595,26309613,1619460155763.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,4194304,100561270,67.687446,138.821206,26333215,1617796102111.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,4194304,100561270,70.084281,135.464647,26333397,1617823391673.00
rmat_s22_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,4194304,100561270,71.885578,138.232667,26332563,1617837976005.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,0,16777216,398754887,264.297487,232.839279,45346019,16176210113192.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,1,16777216,398754887,287.956978,243.108788,45346040,16176228517325.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,2,16777216,398754887,301.505573,225.998049,45346044,16176222156136.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,0,16777216,398754887,282.839446,235.909578,45572971,16172709518863.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,1,16777216,398754887,299.731502,234.479237,45572789,16172910683490.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni,kMM_32,16,2,16777216,398754887,269.480488,236.428370,45572732,16172359413946.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,16777216,214611454,153.538925,87.645959,47827990,3130654616853.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,1,16777216,214611454,156.164011,93.219221,47828006,3130655193963.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,2,16777216,214611454,160.949076,89.208058,47827991,3130654896597.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,0,16777216,214611454,162.747542,262.299713,48363932,3143837054222.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,1,16777216,214611454,134.121789,257.505383,48363336,3143780788622.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp,kMM_32,16,2,16777216,214611454,130.201528,256.809649,48363952,3143845968342.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,0,65536,3076208,2.004554,0.721785,482478,198025211175.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,1,65536,3076208,1.905770,0.681699,482502,198023527788.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,MRepLM_32,16,2,65536,3076208,1.937073,0.633119,482503,198025330813.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,0,65536,3076208,1.910638,2.438881,482245,196932564341.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,1,65536,3076208,2.020814,2.329938,482271,196927089378.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_uni,kMM_32,16,2,65536,3076208,1.885849,2.402748,482165,196920808056.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,0,131072,5724931,3.655295,1.202843,572091,41340460574.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,1,131072,5724931,3.570046,1.129844,572086,41340418583.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,MRepLM_32,16,2,131072,5724931,3.355409,1.189734,572085,41340463619.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,0,131072,5724931,3.496810,3.231390,575304,41462631446.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,1,131072,5724931,3.682512,3.243348,575354,41460279031.00
rmat_s17_ef48_0.55_0.15_0.15_0.15_exp,kMM_32,16,2,131072,5724931,3.492920,3.351014,575247,41458840158.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,2097152,50331039,35.351008,16.723598,16323025,1070414518871.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,2097152,50331039,36.581414,16.671159,16322987,1070415963784.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,2097152,50331039,34.240361,14.050614,16323057,1070415038209.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,2097152,50331039,34.231251,82.088227,16296692,1061267482782.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,2097152,50331039,35.130565,82.774870,16296467,1061262202727.00
rmat_s21_ef24_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,2097152,50331039,34.409445,80.357981,16296071,1061267831049.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,0,32768,1570537,0.963710,0.367370,259034,22409102181.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,1,32768,1570537,0.936392,0.308034,259051,22409354883.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,MRepLM_32,16,2,32768,1570537,0.939969,0.325970,259052,22409327310.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,0,32768,1570537,0.972714,1.456117,258960,22248094084.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,1,32768,1570537,0.976549,1.293204,258991,22248263392.00
rmat_s15_ef48_0.25_0.25_0.25_0.25_exp,kMM_32,16,2,32768,1570537,0.918642,1.439879,259016,22252875331.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,0,262144,11687806,6.923110,3.102641,1103839,415099121690.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,1,262144,11687806,7.545257,2.566403,1103865,415103239280.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,MRepLM_32,16,2,262144,11687806,7.251764,3.185943,1103832,415101515492.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,0,262144,11687806,7.554945,5.516130,1107270,413927759948.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,1,262144,11687806,7.051544,5.595182,1107148,413909125563.00
rmat_s18_ef48_0.55_0.15_0.15_0.15_uni,kMM_32,16,2,262144,11687806,7.069897,5.516552,1107153,413931334709.00
rmat_s16_ef48_0.45_0.15_0.15_0.25_exp,MRepLM_32,16,0,65536,3076205,1.886766,0.656546,482204,37326658944.00
