graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 4 0 1048576 12534444 37601195 35.750371 3.889724 101 3904212 1689093604396.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 4 1 1048576 12537200 37598439 36.461633 3.934381 101 3904188 1689092347497.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 4 0 1048576 12030506 36090985 33.988750 3.974730 97 2384060 193423407917.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 4 1 1048576 12031109 36090382 32.909475 4.015692 99 2384061 193423387715.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 4 0 1048576 12024242 36101560 33.644036 3.977786 100 2384724 931767256300.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 4 1 1048576 12030291 36095511 33.819162 3.878884 98 2384788 931772678205.00
fbA GKM random 8 8 0 357059 5384110 37673401 27.225927 1.682095 332 32298 29135367040.00
fbA GKM random 8 8 1 357059 5383848 37673663 27.041529 1.742210 326 32305 29135359363.00
fbC GKM random 8 8 0 990023 5077237 35577474 26.478823 2.782840 333 31001 239913210946.00
fbC GKM random 8 8 1 990023 5079579 35575132 26.410755 2.663156 314 30999 239913208117.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp GKM random 8 8 0 1048576 6288723 44040633 34.795039 1.956775 111 4148176 438656359195.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp GKM random 8 8 1 1048576 6290909 44038447 34.973175 1.935285 113 4148173 438656969067.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni GKM random 8 8 0 1048576 6294547 44034699 35.383064 1.933604 108 4148291 1932889605303.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni GKM random 8 8 1 1048576 6291636 44037610 34.873328 1.945242 108 4148315 1932889975893.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp GKM random 8 8 0 1048576 6265335 43869953 34.033393 2.184175 105 3903505 362538726581.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp GKM random 8 8 1 1048576 6267107 43868181 34.262675 2.169112 105 3903502 362538487536.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 8 0 1048576 6269204 43866435 34.124263 2.101339 104 3904212 1689093604396.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 8 1 1048576 6269423 43866216 34.424802 2.224994 103 3904188 1689092347497.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 8 0 1048576 6015398 42106093 32.104156 2.119704 99 2384060 193423407917.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 8 1 1048576 6013437 42108054 32.061691 2.082632 99 2384061 193423387715.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 8 0 1048576 6013220 42112582 32.789806 2.083290 100 2384724 931767256300.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 8 1 1048576 6015477 42110325 32.661274 2.078862 100 2384788 931772678205.00
fbA GKM random 8 16 0 357059 2693549 40363962 27.365856 0.921123 333 32298 29135367040.00
fbA GKM random 8 16 1 357059 2693409 40364102 26.804124 0.913645 329 32305 29135359363.00
fbC GKM random 8 16 0 990023 2536958 38117753 26.351765 1.529603 335 31001 239913210946.00
fbC GKM random 8 16 1 990023 2538977 38115734 26.514739 1.359462 316 30999 239913208117.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp GKM random 8 16 0 1048576 3143652 47185704 33.670321 1.200897 111 4148176 438656359195.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp GKM random 8 16 1 1048576 3145279 47184077 33.735502 1.196635 113 4148173 438656969067.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni GKM random 8 16 0 1048576 3148428 47180818 33.937188 1.220063 108 4148291 1932889605303.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni GKM random 8 16 1 1048576 3147824 47181422 33.924135 1.173637 108 4148315 1932889975893.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp GKM random 8 16 0 1048576 3135146 47000142 32.739104 1.252597 105 3903505 362538726581.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp GKM random 8 16 1 1048576 3133799 47001489 33.057470 1.235026 105 3903502 362538487536.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 16 0 1048576 3136056 46999583 33.797477 1.246145 104 3904212 1689093604396.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_uni GKM random 8 16 1 1048576 3134095 47001544 33.186209 1.257315 103 3904188 1689092347497.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 16 0 1048576 3006573 45114918 32.072130 1.201519 101 2384060 193423407917.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_exp GKM random 8 16 1 1048576 3006509 45114982 31.545099 1.164066 100 2384061 193423387715.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 16 0 1048576 3007028 45118774 31.829546 1.181673 100 2384724 931767256300.00
rmat_s20_ef48_0.55_0.15_0.15_0.15_uni GKM random 8 16 1 1048576 3009199 45116603 37.090891 1.156267 100 2384788 931772678205.00
