graph algo p k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp kCS random 8 128 1 16777216 1674686 212936768 96.330042 1.936847 72 25951139 2092668555749.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 128 0 16777216 3144619 399334594 176.177658 4.269971 93 56744851 22645183345087.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 128 1 16777216 3146600 399332613 177.766174 4.338446 93 56744874 22645199804512.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 128 0 16777216 3117168 395636029 167.851511 4.078062 104 27774318 1989685964314.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 128 1 16777216 3116031 395637166 169.845169 4.088795 104 27774343 1989686521213.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 128 0 16777216 3115301 395639586 172.214019 4.203164 101 27770938 10305881305206.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 128 1 16777216 3117608 395637279 170.820978 4.145229 101 27770936 10305887676495.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp kCS random 8 16 2 16777216 25164888 377487730 193.793252 13.656121 92 65557983 5554046892232.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_uni kCS random 8 16 2 16777216 25165757 377486835 197.324699 13.661640 93 65558444 28822087307741.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp kCS random 8 16 2 16777216 13415781 201195673 99.273162 9.310309 71 25951140 2092669189217.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 16 2 16777216 25158195 377321018 185.712089 15.508445 92 56744903 22645192164024.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 16 2 16777216 24922552 373830645 176.709161 12.524514 103 27774318 1989686133786.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 16 2 16777216 24925153 373829734 178.522840 12.475979 100 27770861 10305870349023.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp kCS random 8 32 2 16777216 12583667 390068951 191.824317 7.752594 92 65557983 5554046892232.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_uni kCS random 8 32 2 16777216 12583135 390069457 192.680882 7.715428 93 65558444 28822087307741.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp kCS random 8 32 2 16777216 6706975 207904479 96.219508 4.579153 71 25951140 2092669189217.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 32 2 16777216 12580392 389898821 179.437850 8.174278 92 56744903 22645192164024.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 32 2 16777216 12461423 386291774 175.829993 6.650672 103 27774318 1989686133786.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 32 2 16777216 12460070 386294817 184.243328 6.618303 100 27770861 10305870349023.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp kCS random 8 64 2 16777216 6291964 396360654 421.740526 5.818428 92 65557983 5554046892232.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_uni kCS random 8 64 2 16777216 6290694 396361898 425.410930 5.742252 93 65558444 28822087307741.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp kCS random 8 64 2 16777216 3353902 211257552 107.334638 2.988121 71 25951140 2092669189217.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 64 2 16777216 6292564 396186649 200.838612 5.191865 93 56744903 22645192164024.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 64 2 16777216 6231552 392521645 410.289285 5.413357 103 27774318 1989686133786.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 64 2 16777216 6230385 392524502 415.643546 5.259373 101 27770861 10305870349023.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_exp kCS random 8 128 2 16777216 3147084 399505534 183.519269 3.596836 92 65557983 5554046892232.00
rmat_s24_ef24_0.25_0.25_0.25_0.25_uni kCS random 8 128 2 16777216 3143893 399508699 184.608990 3.547201 93 65558444 28822087307741.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_exp kCS random 8 128 2 16777216 1677575 212933879 95.510051 1.963921 71 25951140 2092669189217.00
rmat_s24_ef24_0.45_0.15_0.15_0.25_uni kCS random 8 128 2 16777216 3145757 399333456 181.379956 4.268809 93 56744903 22645192164024.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_exp kCS random 8 128 2 16777216 3115531 395637666 174.472980 4.133188 103 27774318 1989686133786.00
rmat_s24_ef24_0.55_0.15_0.15_0.15_uni kCS random 8 128 2 16777216 3115009 395639878 174.226016 4.151894 101 27770861 10305870349023.00
