graph algo epsilon k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
fb_clusterC_full kM 0.1 2 1 1 990023 40654711 0 13.424063 12.036401 25 9320 77086450741.00
fb_clusterC_full kM 0.1 2 1 2 990023 40654711 0 13.359167 13.352626 25 9320 77086450741.00
fb_clusterC_full kM 0.1 2 32 0 990023 1269367 39385344 3.718544 0.933775 25 9328 77135299014.00
fb_clusterC_full kM 0.1 2 32 1 990023 1271924 39382787 3.710400 0.901965 26 9333 77221559164.00
fb_clusterC_full kM 0.1 2 32 2 990023 1270715 39383996 3.197621 0.562977 22 9320 77184093362.00
fb_clusterC_full kM 0.1 2 8 0 990023 5077237 35577474 3.043517 0.758661 26 9319 77065509940.00
fb_clusterC_full kM 0.1 2 8 1 990023 5079579 35575132 3.092295 0.759565 25 9326 77037285009.00
fb_clusterC_full kM 0.1 2 8 2 990023 5081596 35573115 3.099779 0.777119 23 9317 77188076314.00
fb_clusterC_full kM 0 16 1 0 990023 40654711 0 21.802097 795.404907 624 59428 364935581237.00
fb_clusterC_full kM 0 16 1 1 990023 40654711 0 22.545380 793.064216 624 59428 364935581237.00
fb_clusterC_full kM 0 16 1 2 990023 40654711 0 22.374393 798.198752 624 59428 364935581237.00
fb_clusterC_full kM 0 16 32 0 990023 1269367 39385344 2.535128 28.826957 613 59413 365191756905.00
fb_clusterC_full kM 0 16 32 1 990023 1271924 39382787 2.593073 35.634436 610 59424 365000805549.00
fb_clusterC_full kM 0 16 32 2 990023 1270715 39383996 2.760608 31.057240 594 59426 364856435155.00
fb_clusterC_full kM 0 16 8 0 990023 5077237 35577474 2.999050 30.908367 620 59427 365069172616.00
fb_clusterC_full kM 0 16 8 1 990023 5079579 35575132 3.016298 33.820732 627 59419 364952824040.00
fb_clusterC_full kM 0 16 8 2 990023 5081596 35573115 3.360486 36.705710 603 59438 365052272222.00
fb_clusterC_full kM 0.1 8 1 0 990023 40654711 0 21.682540 45.270261 64 31015 237982429391.00
fb_clusterC_full kM 0.1 8 1 1 990023 40654711 0 21.429701 44.768068 64 31015 237982429391.00
fb_clusterC_full kM 0.1 8 1 2 990023 40654711 0 21.919108 44.903373 64 31015 237982429391.00
fb_clusterC_full kM 0.1 8 32 0 990023 1269367 39385344 4.061940 2.771493 61 31024 238141136499.00
fb_clusterC_full kM 0.1 8 32 1 990023 1271924 39382787 4.670125 2.565448 59 31019 238367681062.00
fb_clusterC_full kM 0.1 8 32 2 990023 1270715 39383996 4.734055 2.419860 64 31013 238102939040.00
fb_clusterC_full kM 0.1 8 8 0 990023 5077237 35577474 4.317539 3.028782 64 31011 238213615804.00
fb_clusterC_full kM 0.1 8 8 1 990023 5079579 35575132 4.604175 3.501513 68 31018 237972051043.00
fb_clusterC_full kM 0.1 8 8 2 990023 5081596 35573115 5.273125 3.320239 58 31016 238115650534.00
fb_clusterC_full kM 0 2 1 0 990023 40654711 0 19.741516 32.434407 51 9325 77709530751.00
fb_clusterC_full kM 0 2 1 1 990023 40654711 0 20.597420 33.736046 51 9325 77709530751.00
fb_clusterC_full kM 0 2 1 2 990023 40654711 0 21.752261 31.201111 51 9325 77709530751.00
fb_clusterC_full kM 0 2 32 0 990023 1269367 39385344 3.807215 1.934909 58 9326 77688743699.00
fb_clusterC_full kM 0 2 32 1 990023 1271924 39382787 3.873202 1.686788 56 9317 77773886768.00
fb_clusterC_full kM 0 2 32 2 990023 1270715 39383996 3.628418 1.599286 53 9329 77646518333.00
fb_clusterC_full kM 0 2 8 0 990023 5077237 35577474 2.993675 1.390164 58 9335 77783999819.00
fb_clusterC_full kM 0 2 8 1 990023 5079579 35575132 3.017001 1.310536 54 9324 77664101942.00
fb_clusterC_full kM 0 2 8 2 990023 5081596 35573115 3.006635 1.454921 62 9339 77628080935.00
fb_clusterC_full kM 0.5 16 1 0 990023 40654711 0 21.162411 18.243653 17 59599 362661396293.00
fb_clusterC_full kM 0.5 16 1 1 990023 40654711 0 21.226518 17.638667 17 59599 362661396293.00
fb_clusterC_full kM 0.5 16 1 2 990023 40654711 0 21.491482 17.962859 17 59599 362661396293.00
fb_clusterC_full kM 0.5 16 32 0 990023 1269367 39385344 4.475167 0.993835 18 59589 361631111176.00
fb_clusterC_full kM 0.5 16 32 1 990023 1271924 39382787 4.503669 1.111030 18 59600 361508330662.00
fb_clusterC_full kM 0.5 16 32 2 990023 1270715 39383996 4.220999 0.986758 20 59595 361497128076.00
fb_clusterC_full kM 0.5 16 8 0 990023 5077237 35577474 3.050446 1.178812 18 59611 361466612239.00
fb_clusterC_full kM 0.5 16 8 1 990023 5079579 35575132 3.058561 1.157459 17 59588 361286867491.00
fb_clusterC_full kM 0.5 16 8 2 990023 5081596 35573115 3.066632 1.178166 18 59604 361581749592.00
fb_clusterC_full kM 0.5 2 1 0 990023 40654711 0 20.635010 9.281457 12 9360 68719582878.00
fb_clusterC_full kM 0.5 2 1 1 990023 40654711 0 20.440444 8.031737 12 9360 68719582878.00
fb_clusterC_full kM 0.5 2 1 2 990023 40654711 0 21.561283 7.280346 12 9360 68719582878.00
fb_clusterC_full kM 0.5 2 32 0 990023 1269367 39385344 3.204117 0.394931 8 9369 68457417449.00
fb_clusterC_full kM 0.5 2 32 1 990023 1271924 39382787 3.296124 0.384864 10 9358 68512141386.00
fb_clusterC_full kM 0.5 2 32 2 990023 1270715 39383996 2.417496 0.324518 9 9362 68191084109.00
fb_clusterC_full kM 0.5 2 8 0 990023 5077237 35577474 3.063611 0.459706 10 9353 68485890691.00
fb_clusterC_full kM 0.5 2 8 1 990023 5079579 35575132 3.015083 0.451081 8 9366 68588499841.00
fb_clusterC_full kM 0.5 2 8 2 990023 5081596 35573115 3.184864 0.477510 9 9361 68698019034.00
fb_clusterC_full kM 0.5 8 1 0 990023 40654711 0 21.353371 8.456105 14 31106 225342897504.00
fb_clusterC_full kM 0.5 8 1 1 990023 40654711 0 21.180357 7.998429 14 31106 225342897504.00
fb_clusterC_full kM 0.5 8 1 2 990023 40654711 0 21.364932 7.583050 14 31106 225342897504.00
fb_clusterC_full kM 0.5 8 32 0 990023 1269367 39385344 3.818827 0.689874 15 31087 225779349189.00
fb_clusterC_full kM 0.5 8 32 1 990023 1271924 39382787 3.827004 0.634573 16 31101 225836143450.00
fb_clusterC_full kM 0.5 8 32 2 990023 1270715 39383996 3.515818 0.604544 15 31087 225699019923.00
fb_clusterC_full kM 0.5 8 8 0 990023 5077237 35577474 3.015668 0.765807 15 31099 225280263252.00
fb_clusterC_full kM 0.5 8 8 1 990023 5079579 35575132 3.071222 0.768581 16 31092 225925187897.00
fb_clusterC_full kM 0.5 8 8 2 990023 5081596 35573115 3.611441 0.790761 15 31089 225490440770.00
fb_clusterC_full kM 0 8 1 0 990023 40654711 0 18.015587 219.204809 297 31009 238808729742.00
fb_clusterC_full kM 0 8 1 1 990023 40654711 0 20.503584 218.455303 297 31009 238808729742.00
fb_clusterC_full kM 0 8 1 2 990023 40654711 0 21.864596 214.910403 297 31009 238808729742.00
fb_clusterC_full kM 0 8 32 0 990023 1269367 39385344 3.047308 14.662290 299 31014 238854356869.00
fb_clusterC_full kM 0 8 32 1 990023 1271924 39382787 2.843477 13.745839 309 31016 238891059684.00
fb_clusterC_full kM 0 8 32 2 990023 1270715 39383996 2.809185 11.249636 319 31002 238891218024.00
fb_clusterC_full kM 0 8 8 0 990023 5077237 35577474 3.000360 9.355492 301 31012 238727043180.00
fb_clusterC_full kM 0 8 8 1 990023 5079579 35575132 2.990876 9.655930 313 31013 238940802541.00
fb_clusterC_full kM 0 8 8 2 990023 5081596 35573115 3.059336 11.107149 288 31008 238759348805.00
fb_clusterC_full kM 1 16 1 0 990023 40654711 0 14.637226 7.397937 1 111607 943417951.00
fb_clusterC_full kM 1 16 1 1 990023 40654711 0 13.276319 7.749706 1 111607 943417951.00
fb_clusterC_full kM 1 16 1 2 990023 40654711 0 14.289933 8.508098 1 111607 943417951.00
fb_clusterC_full kM 1 16 32 0 990023 1269367 39385344 2.720896 0.900389 2 106566 1608623738.00
fb_clusterC_full kM 1 16 32 1 990023 1271924 39382787 2.544782 0.921701 2 106533 1530289993.00
fb_clusterC_full kM 1 16 32 2 990023 1270715 39383996 2.307797 0.867065 3 106219 1571263191.00
fb_clusterC_full kM 1 16 8 0 990023 5077237 35577474 3.014519 1.379335 2 108707 1356372868.00
fb_clusterC_full kM 1 16 8 1 990023 5079579 35575132 2.992183 1.402889 2 108448 1303777340.00
fb_clusterC_full kM 1 16 8 2 990023 5081596 35573115 3.243298 1.430354 2 108458 1310923277.00
fb_clusterC_full kM 1 2 1 0 990023 40654711 0 11.051851 6.562069 1 15942 84306752.00
fb_clusterC_full kM 1 2 1 1 990023 40654711 0 10.440629 5.448450 1 15942 84306752.00
fb_clusterC_full kM 1 2 1 2 990023 40654711 0 12.092648 7.716531 1 15942 84306752.00
fb_clusterC_full kM 1 2 32 0 990023 1269367 39385344 3.282575 0.493174 2 15597 148976594.00
fb_clusterC_full kM 1 2 32 1 990023 1271924 39382787 3.732548 0.483937 2 15568 150293350.00
fb_clusterC_full kM 1 2 32 2 990023 1270715 39383996 3.379056 0.452071 2 15526 144967728.00
fb_clusterC_full kM 1 2 8 0 990023 5077237 35577474 3.126585 0.676163 2 15774 124812249.00
fb_clusterC_full kM 1 2 8 1 990023 5079579 35575132 3.041398 0.653864 2 15772 123392427.00
fb_clusterC_full kM 1 2 8 2 990023 5081596 35573115 3.076469 0.672367 2 15771 123184876.00
fb_clusterC_full kM 1 8 1 0 990023 40654711 0 15.366486 5.464290 1 57301 416231595.00
fb_clusterC_full kM 1 8 1 1 990023 40654711 0 15.295435 5.186921 1 57301 416231595.00
fb_clusterC_full kM 1 8 1 2 990023 40654711 0 13.885453 6.749804 1 57301 416231595.00
fb_clusterC_full kM 1 8 32 0 990023 1269367 39385344 3.860944 0.711191 2 55211 695464990.00
fb_clusterC_full kM 1 8 32 1 990023 1271924 39382787 3.745587 0.706362 2 55159 692780325.00
fb_clusterC_full kM 1 8 32 2 990023 1270715 39383996 3.253193 0.590757 2 55038 739877793.00
fb_clusterC_full kM 1 8 8 0 990023 5077237 35577474 3.024210 1.026371 2 56157 584190395.00
fb_clusterC_full kM 1 8 8 1 990023 5079579 35575132 3.038223 0.989743 2 56090 594217778.00
fb_clusterC_full kM 1 8 8 2 990023 5081596 35573115 3.095616 1.029096 2 56056 592213642.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 1 0 1048576 50329356 0 11.389206 517.588699 182 8286969 713647640929.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 1 1 1048576 50329356 0 13.212973 512.449985 182 8286969 713647640929.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 1 2 1048576 50329356 0 13.707398 514.804119 182 8286969 713647640929.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 32 0 1048576 1571499 48757857 3.688533 46.015065 181 8286748 713640227800.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 32 1 1048576 1573531 48755825 4.418533 46.687525 181 8286935 713650495414.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 32 2 1048576 1572405 48756951 4.266966 47.066483 183 8286699 713647006866.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 8 0 1048576 6288723 44040633 4.722802 72.803679 183 8286522 713646714357.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 8 1 1048576 6290909 44038447 4.644145 74.838893 180 8286770 713612860790.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 16 8 2 1048576 6291387 44037969 4.289460 73.045143 181 8286903 713628396423.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 1 0 1048576 50329356 0 9.801685 19.086348 30 1037573 141848895829.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 1 1 1048576 50329356 0 9.793189 18.443656 30 1037573 141848895829.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 1 2 1048576 50329356 0 14.930269 10.206021 30 1037573 141848895829.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 32 0 1048576 1571499 48757857 4.616436 5.651034 30 1037671 141864921342.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 32 1 1048576 1573531 48755825 5.078065 5.680619 29 1037666 141851181506.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 32 2 1048576 1572405 48756951 4.142144 5.276192 31 1037718 141858756045.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 8 0 1048576 6288723 44040633 5.871707 8.624291 31 1037614 141866461556.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 8 1 1048576 6290909 44038447 4.390766 9.252602 30 1037535 141846083676.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 2 8 2 1048576 6291387 44037969 4.379737 8.989570 31 1037669 141852400543.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 1 0 1048576 50329356 0 28.124635 336.906467 112 4147996 436112735132.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 1 1 1048576 50329356 0 29.696563 336.607814 112 4147996 436112735132.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 1 2 1048576 50329356 0 29.650841 337.182445 112 4147996 436112735132.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 32 0 1048576 1571499 48757857 6.550109 25.704188 113 4147709 436117815715.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 32 1 1048576 1573531 48755825 6.575815 25.466598 112 4147822 436121899476.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 32 2 1048576 1572405 48756951 6.198891 25.664496 109 4147768 436120516408.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 8 0 1048576 6288723 44040633 5.068286 40.295650 110 4147802 436131911762.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 8 1 1048576 6290909 44038447 4.466003 40.604954 110 4148008 436139730579.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.0001 8 8 2 1048576 6291387 44037969 4.355206 42.506626 110 4147882 436114653719.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 1 0 1048576 50329356 0 15.024504 490.140521 174 8286734 713633439653.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 1 1 1048576 50329356 0 14.248876 489.216133 174 8286734 713633439653.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 1 2 1048576 50329356 0 14.641441 485.231052 174 8286734 713633439653.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 32 0 1048576 1571499 48757857 4.327392 45.497344 172 8286762 713607758932.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 32 1 1048576 1573531 48755825 4.252127 45.431692 172 8286784 713638830650.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 32 2 1048576 1572405 48756951 3.761363 45.024358 174 8287008 713631517760.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 8 0 1048576 6288723 44040633 4.306768 71.440593 175 8286682 713627398155.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 8 1 1048576 6290909 44038447 4.307731 72.612103 178 8286493 713624310394.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 16 8 2 1048576 6291387 44037969 4.410563 73.013414 173 8286493 713635773114.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 1 0 1048576 50329356 0 12.055903 17.233227 29 1037682 141835580559.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 1 1 1048576 50329356 0 12.338918 18.196554 29 1037682 141835580559.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 1 2 1048576 50329356 0 14.201084 22.719910 29 1037682 141835580559.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 32 0 1048576 1571499 48757857 6.437589 5.398611 32 1037694 141858764116.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 32 1 1048576 1573531 48755825 6.811963 5.535168 31 1037664 141869528267.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 32 2 1048576 1572405 48756951 6.797960 5.535876 32 1037595 141826510820.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 8 0 1048576 6288723 44040633 8.679105 8.488359 30 1037619 141846717735.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 8 1 1048576 6290909 44038447 8.680036 8.583351 30 1037703 141853683283.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 2 8 2 1048576 6291387 44037969 8.676373 8.560550 31 1037685 141841793458.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 1 0 1048576 50329356 0 29.301376 323.995940 108 4147904 436123329837.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 1 1 1048576 50329356 0 29.508808 330.402804 108 4147904 436123329837.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 1 2 1048576 50329356 0 29.678645 323.987858 108 4147904 436123329837.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 32 0 1048576 1571499 48757857 5.746271 25.074445 107 4147711 436115973341.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 32 1 1048576 1573531 48755825 6.559925 25.252258 106 4147779 436136217623.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 32 2 1048576 1572405 48756951 6.531850 25.329549 107 4147844 436114010076.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 8 0 1048576 6288723 44040633 4.370628 41.662731 108 4147986 436138070228.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 8 1 1048576 6290909 44038447 4.308168 42.066345 106 4147868 436140347126.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.001 8 8 2 1048576 6291387 44037969 4.433707 41.438349 106 4147946 436128751354.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 1 0 1048576 50329356 0 19.079400 307.773967 126 8287145 713611503526.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 1 1 1048576 50329356 0 17.567952 286.208503 126 8287145 713611503526.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 1 2 1048576 50329356 0 16.936651 291.988026 126 8287145 713611503526.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 32 0 1048576 1571499 48757857 4.675633 41.683681 124 8286823 713619501049.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 32 1 1048576 1573531 48755825 4.473291 41.266760 124 8286747 713607505929.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 32 2 1048576 1572405 48756951 4.147458 40.863993 126 8286716 713610579050.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 8 0 1048576 6288723 44040633 4.408316 66.555987 124 8286798 713600118480.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 8 1 1048576 6290909 44038447 4.391569 66.690406 124 8286992 713601847730.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 16 8 2 1048576 6291387 44037969 4.340807 67.793306 126 8286859 713591847150.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 1 0 1048576 50329356 0 12.469810 19.482079 29 1037651 141786358385.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 1 1 1048576 50329356 0 12.490017 19.334461 29 1037651 141786358385.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 1 2 1048576 50329356 0 14.221225 23.151116 29 1037651 141786358385.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 32 0 1048576 1571499 48757857 4.690319 5.476753 28 1037657 141794787733.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 32 1 1048576 1573531 48755825 5.546889 5.465797 30 1037722 141813460687.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 32 2 1048576 1572405 48756951 4.988730 5.392479 27 1037661 141804919598.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 8 0 1048576 6288723 44040633 4.908454 8.863973 29 1037698 141804109205.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 8 1 1048576 6290909 44038447 4.353447 8.651590 30 1037641 141785964388.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 2 8 2 1048576 6291387 44037969 4.403531 8.531285 29 1037623 141802082220.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 1 0 1048576 50329356 0 29.180081 201.012265 84 4148042 436090499346.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 1 1 1048576 50329356 0 29.222834 201.275975 84 4148042 436090499346.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 1 2 1048576 50329356 0 30.041883 198.019405 84 4148042 436090499346.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 32 0 1048576 1571499 48757857 3.682453 21.523106 83 4147699 436060603289.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 32 1 1048576 1573531 48755825 5.105842 21.592627 86 4147969 436103597165.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 32 2 1048576 1572405 48756951 5.175206 21.469832 84 4147921 436099360439.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 8 0 1048576 6288723 44040633 4.385709 34.291241 83 4147872 436100561244.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 8 1 1048576 6290909 44038447 4.407926 34.373976 85 4147834 436090464887.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.01 8 8 2 1048576 6291387 44037969 4.384855 36.036378 86 4147856 436094273383.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 1 0 1048576 50329356 0 14.750448 49.925296 40 8287329 712885453983.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 1 1 1048576 50329356 0 15.112818 51.678837 40 8287329 712885453983.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 1 2 1048576 50329356 0 14.885391 52.729603 40 8287329 712885453983.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 32 0 1048576 1571499 48757857 5.123700 33.728373 42 8287093 712847239471.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 32 1 1048576 1573531 48755825 5.587199 33.232557 40 8287551 712848373183.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 32 2 1048576 1572405 48756951 5.557290 34.013570 42 8287288 712853668771.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 8 0 1048576 6288723 44040633 4.423785 60.054055 42 8287134 712847872677.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 8 1 1048576 6290909 44038447 4.447934 57.634100 40 8287143 712839092951.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 16 8 2 1048576 6291387 44037969 4.758689 58.289535 40 8287237 712846834696.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 1 0 1048576 50329356 0 11.584943 11.608997 17 1037720 141021954104.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 1 1 1048576 50329356 0 11.944271 12.380529 17 1037720 141021954104.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 1 2 1048576 50329356 0 12.501013 12.161880 17 1037720 141021954104.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 32 0 1048576 1571499 48757857 6.141324 4.952873 17 1037797 140992987765.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 32 1 1048576 1573531 48755825 6.169231 4.890866 18 1037722 140988896836.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 32 2 1048576 1572405 48756951 5.929239 4.888770 18 1037757 140990445638.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 8 0 1048576 6288723 44040633 4.556908 8.020756 18 1037713 140988831940.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 8 1 1048576 6290909 44038447 4.413159 8.169146 17 1037698 141001230328.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 2 8 2 1048576 6291387 44037969 4.393671 8.214527 18 1037716 140988532563.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 1 0 1048576 50329356 0 19.089881 507.917806 182 8286535 713611421847.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 1 1 1048576 50329356 0 18.030954 509.509323 182 8286535 713611421847.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 1 2 1048576 50329356 0 16.523082 512.553324 182 8286535 713611421847.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 32 0 1048576 1571499 48757857 3.772919 45.164576 185 8286816 713622604448.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 32 1 1048576 1573531 48755825 3.855651 46.058435 184 8286573 713623322748.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 32 2 1048576 1572405 48756951 4.278083 46.199241 184 8286573 713640240386.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 8 0 1048576 6288723 44040633 4.269028 71.828254 182 8286769 713619473304.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 8 1 1048576 6290909 44038447 4.389389 73.894603 183 8286522 713635744970.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0 16 8 2 1048576 6291387 44037969 4.488856 75.357612 187 8286818 713636359870.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 1 0 1048576 50329356 0 13.412771 34.816409 33 4148059 435225388814.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 1 1 1048576 50329356 0 13.295648 36.864593 33 4148059 435225388814.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 1 2 1048576 50329356 0 14.227984 35.829630 33 4148059 435225388814.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 32 0 1048576 1571499 48757857 5.092811 18.450772 34 4147922 435183844188.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 32 1 1048576 1573531 48755825 5.858010 18.214309 33 4147933 435202290283.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_exp kM 0.1 8 32 2 1048576 1572405 48756951 5.385680 18.395459 33 4148089 435174134085.00
