graph algo epsilon k cores repeat v local_e cross_e read_time running_time rounds matching_size matching_weight
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 2 8 1 1048576 6291636 44037610 4.479221 10.015177 5 1038750 387080906913.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 2 8 2 1048576 6296385 44032861 4.432675 10.242330 5 1038893 387048727025.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 1 0 1048576 50329246 0 10.401857 11.401122 7 4133640 1530779019341.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 1 1 1048576 50329246 0 12.815477 10.637656 7 4133640 1530779019341.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 1 2 1048576 50329246 0 12.743117 10.417123 7 4133640 1530779019341.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 32 0 1048576 1573659 48755587 5.365003 17.880130 8 4143436 1540312739910.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 32 1 1048576 1574004 48755242 4.122953 17.184604 7 4143466 1540424154563.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 32 2 1048576 1572904 48756342 4.203772 17.098739 7 4143471 1540077627241.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 8 0 1048576 6294547 44034699 4.516625 30.689854 7 4141842 1539292223423.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 8 1 1048576 6291636 44037610 4.398937 30.352287 7 4141796 1539375719383.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0.5 8 8 2 1048576 6296385 44032861 4.352531 30.514573 7 4141756 1539052155190.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 1 0 1048576 50329246 0 29.900523 337.713883 108 4147944 1928616031007.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 1 1 1048576 50329246 0 29.514237 334.698121 108 4147944 1928616031007.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 1 2 1048576 50329246 0 29.941573 337.885280 108 4147944 1928616031007.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 32 0 1048576 1573659 48755587 3.888473 24.450046 108 4147784 1928599124487.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 32 1 1048576 1574004 48755242 4.281663 24.769898 107 4147942 1928705051924.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 32 2 1048576 1572904 48756342 4.449293 24.693226 109 4147910 1928691747853.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 8 0 1048576 6294547 44034699 4.559059 41.883705 111 4147486 1928621558550.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 8 1 1048576 6291636 44037610 4.381412 41.298015 109 4147952 1928626019613.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 0 8 8 2 1048576 6296385 44032861 4.736773 41.694739 115 4147785 1928612219227.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 1 0 1048576 50329246 0 13.493611 14.077115 1 8169712 2041695729645.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 1 1 1048576 50329246 0 12.962401 13.420516 1 8169712 2041695729645.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 1 2 1048576 50329246 0 14.598611 12.889768 1 8169712 2041695729645.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 32 0 1048576 1573659 48755587 6.418171 34.432081 2 8233168 2058528168061.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 32 1 1048576 1574004 48755242 6.210996 34.542647 2 8233202 2058114431234.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 32 2 1048576 1572904 48756342 5.993729 34.343619 2 8232741 2057833634107.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 8 0 1048576 6294547 44034699 4.601282 60.641978 2 8221029 2055137564681.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 8 1 1048576 6291636 44037610 4.470867 60.208684 2 8220372 2055101706392.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 16 8 2 1048576 6296385 44032861 4.328263 60.940752 2 8219831 2054604290941.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 1 0 1048576 50329246 0 12.309623 12.660450 1 1039801 260148490651.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 1 1 1048576 50329246 0 12.147694 12.834935 1 1039801 260148490651.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 1 2 1048576 50329246 0 13.669367 12.353340 1 1039801 260148490651.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 32 0 1048576 1573659 48755587 3.979671 7.943551 2 1039757 259969457856.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 32 1 1048576 1574004 48755242 4.256313 7.661087 2 1039840 260119621733.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 32 2 1048576 1572904 48756342 4.435838 7.680738 2 1039856 259935956206.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 8 0 1048576 6294547 44034699 4.739198 11.295762 2 1039822 260071379068.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 8 1 1048576 6291636 44037610 4.412660 11.500419 2 1039713 259882540385.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 2 8 2 1048576 6296385 44032861 4.384183 11.554405 2 1039625 260053000830.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 1 0 1048576 50329246 0 12.558129 12.722623 1 4127734 1031845799124.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 1 1 1048576 50329246 0 13.470150 12.328561 1 4127734 1031845799124.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 1 2 1048576 50329246 0 12.855141 13.152328 1 4127734 1031845799124.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 32 0 1048576 1573659 48755587 5.748304 20.491703 2 4137778 1034186879333.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 32 1 1048576 1574004 48755242 5.671759 20.030769 2 4137663 1034066179428.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 32 2 1048576 1572904 48756342 5.719980 20.030185 2 4137472 1034290202205.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 8 0 1048576 6294547 44034699 4.555721 33.487670 2 4134583 1034024181727.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 8 1 1048576 6291636 44037610 4.453216 32.764102 2 4134156 1033523073370.00
rmat_s20_ef48_0.25_0.25_0.25_0.25_uni kM 1 8 8 2 1048576 6296385 44032861 4.410403 32.502471 2 4134180 1033782585230.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 1 0 1048576 50135288 0 13.317004 511.379492 168 7497194 572042206104.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 1 1 1048576 50135288 0 13.714311 511.745042 168 7497194 572042206104.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 1 2 1048576 50135288 0 13.473492 511.176164 168 7497194 572042206104.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 32 0 1048576 1567697 48567591 3.516313 43.476614 167 7496955 572022939155.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 32 1 1048576 1567098 48568190 4.090058 44.005653 168 7497285 572023778475.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 32 2 1048576 1566451 48568837 3.967857 43.358691 165 7497427 572040488112.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 8 0 1048576 6265335 43869953 4.412517 69.824108 168 7497368 572027703922.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 8 1 1048576 6267107 43868181 4.308519 66.286610 164 7497319 572044285100.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 16 8 2 1048576 6269292 43865996 4.368332 68.739123 166 7497412 572031079171.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 1 0 1048576 50135288 0 9.885049 16.563604 31 998138 122076678794.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 1 1 1048576 50135288 0 12.148043 15.218829 31 998138 122076678794.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 1 2 1048576 50135288 0 14.752889 15.251290 31 998138 122076678794.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 32 0 1048576 1567697 48567591 4.927544 5.463683 30 998022 122060532209.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 32 1 1048576 1567098 48568190 5.044456 5.412813 30 998252 122081087053.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 32 2 1048576 1566451 48568837 4.776468 5.328449 31 998024 122072111794.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 8 0 1048576 6265335 43869953 4.935952 8.428067 30 998142 122077513311.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 8 1 1048576 6267107 43868181 4.433840 8.517870 32 997982 122071702017.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 2 8 2 1048576 6269292 43865996 4.489657 8.743988 31 998151 122072477679.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 1 0 1048576 50135288 0 26.644816 339.364913 102 3900390 361413593591.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 1 1 1048576 50135288 0 27.735598 340.947009 102 3900390 361413593591.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 1 2 1048576 50135288 0 27.679662 339.726251 102 3900390 361413593591.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 32 0 1048576 1567697 48567591 4.001176 24.113534 101 3900440 361418319979.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 32 1 1048576 1567098 48568190 3.751815 23.791949 102 3900237 361425087945.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 32 2 1048576 1566451 48568837 4.204652 23.710471 101 3900258 361422669948.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 8 0 1048576 6265335 43869953 4.138472 37.415888 99 3900364 361409697559.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 8 1 1048576 6267107 43868181 4.379037 37.925467 101 3900706 361413985300.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.0001 8 8 2 1048576 6269292 43865996 4.836046 37.704529 101 3900906 361423238054.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 1 0 1048576 50135288 0 26.656452 665.958183 163 7497559 572050400846.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 1 1 1048576 50135288 0 27.953606 665.685541 163 7497559 572050400846.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 1 2 1048576 50135288 0 28.111552 663.927467 163 7497559 572050400846.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 32 0 1048576 1567697 48567591 3.402436 41.510372 162 7497136 572030254882.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 32 1 1048576 1567098 48568190 3.972044 41.741304 164 7497579 572036285108.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 32 2 1048576 1566451 48568837 3.980196 41.542234 160 7497399 572036996353.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 8 0 1048576 6265335 43869953 4.565022 66.724705 162 7497778 572031354189.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 8 1 1048576 6267107 43868181 4.338889 68.337037 163 7497424 572037501598.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 16 8 2 1048576 6269292 43865996 4.373997 67.910448 163 7497407 572040033353.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 1 0 1048576 50135288 0 21.926702 40.537857 29 998095 122078705094.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 1 1 1048576 50135288 0 23.432464 37.103226 29 998095 122078705094.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 1 2 1048576 50135288 0 23.256820 37.390728 29 998095 122078705094.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 32 0 1048576 1567697 48567591 3.403401 5.076061 31 998195 122078915322.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 32 1 1048576 1567098 48568190 3.578548 5.103240 29 998240 122073969914.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 32 2 1048576 1566451 48568837 3.505172 4.936762 29 998056 122082698613.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 8 0 1048576 6265335 43869953 4.255305 8.329422 32 997890 122067104310.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 8 1 1048576 6267107 43868181 4.214823 8.488186 29 998253 122084145145.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 2 8 2 1048576 6269292 43865996 4.243529 8.533377 29 998169 122062476658.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 1 0 1048576 50135288 0 24.528889 309.767654 103 3900346 361443956204.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 1 1 1048576 50135288 0 27.638634 309.432769 103 3900346 361443956204.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 1 2 1048576 50135288 0 28.213707 308.949931 103 3900346 361443956204.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 32 0 1048576 1567697 48567591 3.554810 21.501876 99 3900606 361432627913.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 32 1 1048576 1567098 48568190 3.662342 21.444548 101 3900488 361434317091.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 32 2 1048576 1566451 48568837 3.894435 21.126959 98 3900565 361417308217.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 8 0 1048576 6265335 43869953 4.200714 34.625500 101 3900386 361418741904.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 8 1 1048576 6267107 43868181 4.315511 35.754501 101 3900372 361435879059.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.001 8 8 2 1048576 6269292 43865996 4.364638 36.662885 100 3900444 361427166217.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 1 0 1048576 50135288 0 16.423684 301.457318 115 7498440 572122602618.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 1 1 1048576 50135288 0 16.040938 309.547029 115 7498440 572122602618.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 1 2 1048576 50135288 0 14.631268 304.214622 115 7498440 572122602618.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 32 0 1048576 1567697 48567591 3.446080 37.578949 117 7498328 572117476952.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 32 1 1048576 1567098 48568190 3.755106 37.672443 115 7498098 572098029826.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 32 2 1048576 1566451 48568837 3.870104 37.224522 117 7498035 572101830417.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 8 0 1048576 6265335 43869953 4.334928 61.145764 114 7498003 572109864113.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 8 1 1048576 6267107 43868181 4.303554 62.989975 116 7497991 572118482140.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 16 8 2 1048576 6269292 43865996 4.269839 63.115680 115 7498245 572093663687.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 1 0 1048576 50135288 0 10.432140 16.755687 29 998366 122081811127.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 1 1 1048576 50135288 0 14.543825 20.144964 29 998366 122081811127.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 1 2 1048576 50135288 0 12.463232 18.246141 29 998366 122081811127.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 32 0 1048576 1567697 48567591 4.507255 5.320122 28 998158 122068192113.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 32 1 1048576 1567098 48568190 4.909353 5.370682 28 998095 122069428392.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 32 2 1048576 1566451 48568837 4.852409 5.317391 27 998226 122064473423.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 8 0 1048576 6265335 43869953 4.267067 8.343613 28 998211 122070877271.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 8 1 1048576 6267107 43868181 4.484232 8.375644 29 998039 122096592401.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 2 8 2 1048576 6269292 43865996 4.221495 8.503488 28 998138 122056377084.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 1 0 1048576 50135288 0 23.952842 217.556800 80 3900886 361457469959.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 1 1 1048576 50135288 0 27.043216 211.678627 80 3900886 361457469959.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 1 2 1048576 50135288 0 27.478848 210.621358 80 3900886 361457469959.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 32 0 1048576 1567697 48567591 3.547969 21.011764 80 3900936 361452823002.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 32 1 1048576 1567098 48568190 4.115393 20.894641 83 3901069 361455239737.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 32 2 1048576 1566451 48568837 4.142576 21.739250 80 3900912 361446175736.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 8 0 1048576 6265335 43869953 4.191584 33.475217 84 3901085 361472092202.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 8 1 1048576 6267107 43868181 4.222605 33.925816 82 3900932 361443204112.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.01 8 8 2 1048576 6269292 43865996 4.367817 36.050649 81 3900832 361449910777.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 1 0 1048576 50135288 0 13.819955 47.451833 39 7503573 572053786976.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 1 1 1048576 50135288 0 14.132238 45.978447 39 7503573 572053786976.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 1 2 1048576 50135288 0 14.446131 46.184512 39 7503573 572053786976.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 32 0 1048576 1567697 48567591 5.101634 30.858339 38 7503017 571934826308.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 32 1 1048576 1567098 48568190 5.347226 30.873859 38 7502811 571909377976.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 32 2 1048576 1566451 48568837 5.497682 30.956294 41 7503265 571928177826.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 8 0 1048576 6265335 43869953 4.414972 52.960804 38 7502613 571918719706.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 8 1 1048576 6267107 43868181 4.353541 52.625464 39 7503330 571937997916.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 16 8 2 1048576 6269292 43865996 4.384517 52.660445 38 7502873 571917216049.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 1 0 1048576 50135288 0 12.175969 13.020130 17 998595 121700310285.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 1 1 1048576 50135288 0 11.664640 12.210766 17 998595 121700310285.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 1 2 1048576 50135288 0 13.656554 12.267475 17 998595 121700310285.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 32 0 1048576 1567697 48567591 5.374182 4.701723 17 998693 121646831917.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 32 1 1048576 1567098 48568190 5.403740 4.596706 17 998747 121657411965.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 32 2 1048576 1566451 48568837 5.216834 4.656919 17 998730 121639480782.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 8 0 1048576 6265335 43869953 4.547741 7.680866 17 998694 121662892582.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 8 1 1048576 6267107 43868181 4.197115 7.934064 17 998527 121632282495.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 2 8 2 1048576 6269292 43865996 4.373156 7.941078 18 998705 121670801560.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 1 0 1048576 50135288 0 24.738678 691.582391 170 7496802 572005411351.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 1 1 1048576 50135288 0 28.713230 695.217169 170 7496802 572005411351.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 1 2 1048576 50135288 0 28.051884 700.818065 170 7496802 572005411351.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 32 0 1048576 1567697 48567591 3.456096 41.128328 168 7497179 572022094277.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 32 1 1048576 1567098 48568190 3.772422 41.405601 169 7497014 572040412382.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 32 2 1048576 1566451 48568837 4.170625 41.014765 169 7497761 572036405344.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 8 0 1048576 6265335 43869953 4.268381 66.967898 169 7497312 572017326575.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 8 1 1048576 6267107 43868181 4.649166 67.636367 169 7497070 572043574319.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 16 8 2 1048576 6269292 43865996 4.717492 72.314540 174 7497191 572028406426.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 1 0 1048576 50135288 0 13.605268 34.706423 32 3903600 361207393232.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 1 1 1048576 50135288 0 13.462118 34.902649 32 3903600 361207393232.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 1 2 1048576 50135288 0 14.579303 34.459297 32 3903600 361207393232.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 32 0 1048576 1567697 48567591 5.861620 17.504825 32 3902879 361092719120.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 32 1 1048576 1567098 48568190 5.792810 17.519330 32 3903237 361093775983.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 32 2 1048576 1566451 48568837 5.686194 17.424661 32 3903128 361093693067.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 8 0 1048576 6265335 43869953 4.574172 29.144495 32 3903036 361124462945.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 8 1 1048576 6267107 43868181 4.288424 30.847125 32 3903370 361142024585.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.1 8 8 2 1048576 6269292 43865996 4.421573 30.728155 32 3902880 361125075667.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 1 0 1048576 50135288 0 23.541542 49.566749 30 998241 122075494307.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 1 1 1048576 50135288 0 28.294170 48.638603 30 998241 122075494307.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 1 2 1048576 50135288 0 28.970028 48.180974 30 998241 122075494307.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 32 0 1048576 1567697 48567591 3.343389 5.014213 31 998079 122074891239.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 32 1 1048576 1567098 48568190 3.662222 5.135123 29 998152 122065176189.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 32 2 1048576 1566451 48568837 3.785019 5.086413 31 997984 122065215747.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 8 0 1048576 6265335 43869953 4.171897 8.631667 30 998158 122065464893.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 8 1 1048576 6267107 43868181 4.393611 8.675967 30 998067 122079532045.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0 2 8 2 1048576 6269292 43865996 4.320867 8.499684 30 998273 122071242395.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 1 0 1048576 50135288 0 11.329600 13.997050 11 7517541 557653089837.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 1 1 1048576 50135288 0 12.054887 14.637199 11 7517541 557653089837.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 1 2 1048576 50135288 0 13.152986 14.959262 11 7517541 557653089837.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 32 0 1048576 1567697 48567591 3.676970 30.054526 11 7515060 555998944491.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 32 1 1048576 1567098 48568190 4.189724 30.131245 12 7514478 555981542589.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 32 2 1048576 1566451 48568837 3.963775 29.886810 11 7513951 555999712792.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 8 0 1048576 6265335 43869953 4.593053 52.739659 11 7515307 556114558931.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 8 1 1048576 6267107 43868181 4.522915 52.588305 11 7514545 556153743406.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 16 8 2 1048576 6269292 43865996 4.231372 54.068686 11 7515198 556119839333.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 2 1 0 1048576 50135288 0 15.262000 9.630084 7 1002808 109394582980.00
rmat_s20_ef48_0.45_0.15_0.15_0.25_exp kM 0.5 2 1 1 1048576 50135288 0 17.761428 9.809678 7 1002808 109394582980.00
